target,strategy,seed,labeled_rows,test_rows,r2,mae,rmse,mape_pct
delay_avg_ns,random,3,120,64,0.5958871461282138,0.07723121711509205,0.11867945018837088,29.7662707072032
delay_avg_ns,random,3,140,64,0.6793272089249693,0.06641545172868053,0.10571953623311416,25.585846014635287
delay_avg_ns,random,3,160,64,0.7257009400774028,0.06281963626278575,0.09777692005707062,25.255704817314097
delay_avg_ns,random,3,180,64,0.7330692716126639,0.06400150629303873,0.09645471878461065,25.17775322921501
delay_avg_ns,random,3,200,64,0.7473589141520594,0.06352814462813214,0.09383744688151317,25.27091833652193
delay_avg_ns,uncertainty,3,20,64,0.3618306544298542,0.10522996084449404,0.14913932148747802,45.131644363366405
delay_avg_ns,uncertainty,3,40,64,0.4554775608618682,0.09162484133279594,0.1377628389777351,38.351972773424635
delay_avg_ns,uncertainty,3,60,64,0.6800720381179994,0.07730551996816966,0.10559668706025734,34.65901909375266
delay_avg_ns,uncertainty,3,80,64,0.582225825707931,0.07801133100885362,0.12066879841225694,32.94999108048282
delay_avg_ns,uncertainty,3,100,64,0.7236523642199613,0.06930305428045946,0.09814135958754126,32.697008870157795
delay_avg_ns,uncertainty,3,120,64,0.7094086337042633,0.07385339740473584,0.10063882252002762,35.15934026762493
delay_avg_ns,uncertainty,3,140,64,0.7318185293458124,0.06937361636883578,0.09668043091124295,32.18990867793888
delay_avg_ns,uncertainty,3,160,64,0.7084350106647058,0.07313646067452567,0.10080727614777199,32.45595401323822
delay_avg_ns,uncertainty,3,180,64,0.7377155948287928,0.06703667750570438,0.09561156523924189,29.19048204979874
delay_avg_ns,uncertainty,3,200,64,0.7507460043029712,0.06447233561507562,0.09320629780053795,27.453855465801453
delay_avg_ns,hybrid_random_then_uncertainty,3,20,64,0.36183065442985396,0.10522996084449407,0.14913932148747805,45.131644363366405
delay_avg_ns,hybrid_random_then_uncertainty,3,40,64,0.5377751708854566,0.08875769814002045,0.12692606866888048,36.33075304920714
delay_avg_ns,hybrid_random_then_uncertainty,3,60,64,0.6136827128666037,0.07896056043080618,0.11603693924523914,32.56853518284177
delay_avg_ns,hybrid_random_then_uncertainty,3,80,64,0.33786597551583,0.0990554983699286,0.15191377152152902,37.51646955743593
delay_avg_ns,hybrid_random_then_uncertainty,3,100,64,0.7284138116009677,0.06435927309169187,0.09729220212793244,25.68667544631804
delay_avg_ns,hybrid_random_then_uncertainty,3,120,64,0.7331093711173597,0.0656357987081499,0.09644747358706056,26.782553236526162
delay_avg_ns,hybrid_random_then_uncertainty,3,140,64,0.7574489219283561,0.06169189948273918,0.0919445090238747,26.25377440014581
delay_avg_ns,hybrid_random_then_uncertainty,3,160,64,0.7764093074370343,0.060893727803756764,0.08827770904920729,26.118861288212337
delay_avg_ns,hybrid_random_then_uncertainty,3,180,64,0.7730585355570005,0.058988363838839986,0.08893672232480773,24.658955981702963
delay_avg_ns,hybrid_random_then_uncertainty,3,200,64,0.7644242233294805,0.06062780499935413,0.09061279136064357,25.315218800262286
power_avg_uW,random,3,20,64,0.7845982311568956,1.1282347080202126,1.4337273430428257,26.246339498586867
power_avg_uW,random,3,40,64,0.8396808770047208,0.8824199696401703,1.2369000282378535,15.685015106137373
power_avg_uW,random,3,60,64,0.8502231088261843,0.8794616629956187,1.195540633187538,17.361419475640954
power_avg_uW,random,3,80,64,0.8837227740470798,0.7848532974929735,1.0533901821322091,17.522262515797994
power_avg_uW,random,3,100,64,0.9059571741774723,0.7355633498728262,0.9473375903158349,15.920395673598534
power_avg_uW,random,3,120,64,0.928563891609943,0.6219815925842829,0.8256592086584833,13.666728081090001
power_avg_uW,random,3,140,64,0.9159536079902323,0.6956279557702678,0.8955739911010148,15.26275624911262
power_avg_uW,random,3,160,64,0.9239190686589498,0.624915022310991,0.8520789674382732,13.112691809198449
power_avg_uW,random,3,180,64,0.917719739944727,0.6867880662150194,0.886114336400964,14.891800676164863
power_avg_uW,random,3,200,64,0.9296236428172214,0.6436222537752054,0.8195120179725488,14.391160964657098
power_avg_uW,uncertainty,3,20,64,0.7845982311568955,1.1282347080202126,1.433727343042826,26.246339498586867
power_avg_uW,uncertainty,3,40,64,0.8189066639397835,1.0627384819475445,1.3145986133702825,25.684036623262465
power_avg_uW,uncertainty,3,60,64,0.8530674775670851,0.9799958752028749,1.184134139591598,25.540094171319584
power_avg_uW,uncertainty,3,80,64,0.7996882486141739,1.162294324820799,1.3825955326417092,31.15602515147654
power_avg_uW,uncertainty,3,100,64,0.8367376940978373,1.062166830154597,1.2482020694621772,28.64299583457923
power_avg_uW,uncertainty,3,120,64,0.8848011370284524,0.8818512357241028,1.0484941978103837,22.98871557133193
power_avg_uW,uncertainty,3,140,64,0.8890414126373956,0.8688021147827415,1.029016632934128,22.170284453708387
power_avg_uW,uncertainty,3,160,64,0.9110652888119519,0.7340635854417779,0.921250177913439,18.44186541092386
power_avg_uW,uncertainty,3,180,64,0.9211672966251248,0.6968057803314488,0.8673515224950615,17.179703700498884
power_avg_uW,uncertainty,3,200,64,0.9217893960900767,0.6818744093641026,0.8639224402573028,16.35566570822182
power_avg_uW,hybrid_random_then_uncertainty,3,20,64,0.7845982311568956,1.1282347080202126,1.4337273430428257,26.246339498586867
power_avg_uW,hybrid_random_then_uncertainty,3,40,64,0.8396808770047208,0.8824199696401702,1.2369000282378535,15.685015106137373
power_avg_uW,hybrid_random_then_uncertainty,3,60,64,0.8502231088261845,0.8794616629956187,1.1955406331875378,17.361419475640954
power_avg_uW,hybrid_random_then_uncertainty,3,80,64,0.8837227740470799,0.7848532974929733,1.0533901821322087,17.52226251579799
power_avg_uW,hybrid_random_then_uncertainty,3,100,64,0.8878747535606897,0.7849815184790427,1.0344122154245683,17.79641175450842
power_avg_uW,hybrid_random_then_uncertainty,3,120,64,0.8785041726296283,0.7914317055396696,1.076769180625483,16.664898955954534
power_avg_uW,hybrid_random_then_uncertainty,3,140,64,0.8953773981846063,0.8021496278058864,0.9992052178788997,17.154358437844714
power_avg_uW,hybrid_random_then_uncertainty,3,160,64,0.9202905366283769,0.6963598136245457,0.872161432264233,15.97230049932133
power_avg_uW,hybrid_random_then_uncertainty,3,180,64,0.9296062369767598,0.6618236965626552,0.8196133546582033,15.349933796477815
power_avg_uW,hybrid_random_then_uncertainty,3,200,64,0.9405153559395872,0.6283592643686683,0.7534325327353409,14.655631844321032
delay_avg_ns,random,4,20,64,0.40543152292033524,0.12119341432753596,0.16375383008061037,51.032241982270364
delay_avg_ns,random,4,40,64,0.5292155878711878,0.09988319149286301,0.14571409521768314,40.51865938548841
