candidate_id,pdk,process_node_nm,cell_family,cell_variant,source_cell_variant,drive_strength,input_arc,inverting,input_count,transistor_count,total_n_width_um,total_p_width_um,Vdd,Temp,slew_ns,Cload_pF,corner,seed,heldout_corner,query_order
44,SKY130,130,XOR2,XOR2_4,XOR2_4,4,A_to_X__B=0,0,2,40,13.000000000000004,20.0,1.6206410623796528,49.8852534131088,1.362105087983455,0.10809614491072651,typical,5,typical,64
53,SKY130,130,AOI21,AOI21_1,A21OI_1,1,"A1_to_Y__A2=1,B1=0",1,3,6,1.9500000000000002,3.0,1.7885629376241603,59.52341381992372,8.346274079643042,0.027983990780786113,typical,5,typical,65
56,SKY130,130,AOI21,AOI21_4,A21OI_4,4,"A1_to_Y__A2=1,B1=0",1,3,24,7.800000000000002,12.0,1.7915343742627559,72.6182794051346,4.7945881341476495,0.07445312708914462,typical,5,typical,66
0,SKY130,130,INV,INV_1,INV_1,1,A_to_Y,1,1,2,0.65,1.0,1.8457337169210803,-0.26446095141290016,2.1915062463124007,0.06853319725091146,typical,5,typical,67
6,SKY130,130,INV,INV_4,INV_4,4,A_to_Y,1,1,8,2.6,4.0,1.8951194387839139,90.52799289985498,2.3907698461393454,0.12429178897060342,typical,5,typical,68
73,SKY130,130,MUX2,MUX2_1,MUX2_1,1,"A0_to_X__A1=0,S=0",0,3,12,2.75,3.1,1.9014773457350405,53.34987981955925,3.5498371621627127,0.04312671266690727,typical,5,typical,69
78,SKY130,130,MUX2,MUX2_4,MUX2_4,4,"A0_to_X__A1=0,S=0",0,3,18,5.8500000000000005,9.0,1.6294827724396628,-7.1756095575190315,8.865157600145833,0.0972434928449935,typical,5,typical,70
14,SKY130,130,NAND2,NAND2_1,NAND2_1,1,A_to_Y__B=1,1,2,4,1.3,2.0,1.826610584323543,81.81058979884256,11.232101526403788,0.05072354228447535,typical,5,typical,71
23,SKY130,130,NAND2,NAND2_4,NAND2_4,4,A_to_Y__B=1,1,2,16,5.2,8.0,1.7604880650549626,-8.909599253038728,0.4338008329349969,0.15714243162234415,typical,5,typical,72
88,SKY130,130,NAND3,NAND3_1,NAND3_1,1,"A_to_Y__B=1,C=1",1,3,6,1.9500000000000002,3.0,1.67089525190778,55.35682419218078,3.257652925341444,0.16293323233958928,typical,5,typical,73
93,SKY130,130,NAND3,NAND3_4,NAND3_4,4,"A_to_Y__B=1,C=1",1,3,24,7.800000000000002,12.0,1.717389075137754,12.802666684069607,4.425126685060281,0.009565552485896595,typical,5,typical,74
25,SKY130,130,NOR2,NOR2_1,NOR2_1,1,A_to_Y__B=0,1,2,4,1.3,2.0,1.8428813440045135,-21.657418269487966,1.9242708033855158,0.09227867733999606,typical,5,typical,75
30,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.7669418704391933,14.90682917198722,10.675950773718577,0.08405147908984527,typical,5,typical,76
63,SKY130,130,OAI21,OAI21_1,O21AI_1,1,"A1_to_Y__A2=0,B1=1",1,3,6,1.9500000000000002,2.7,1.848559566255632,84.75763073732408,2.776265800667254,0.17226902598096824,typical,5,typical,77
70,SKY130,130,OAI21,OAI21_4,O21AI_4,4,"A1_to_Y__A2=0,B1=1",1,3,24,7.800000000000002,12.0,1.7825578135376756,60.681940884800326,5.583462477129612,0.006338599636961199,typical,5,typical,78
40,SKY130,130,XOR2,XOR2_1,XOR2_1,1,A_to_X__B=0,0,2,10,3.25,5.0,1.8398054024701023,44.06448930889013,6.784114628581151,0.003171317005200857,typical,5,typical,79
43,SKY130,130,XOR2,XOR2_4,XOR2_4,4,A_to_X__B=0,0,2,40,13.000000000000004,20.0,1.8877000205996348,95.94902110855335,7.687101130008804,0.1376261791010041,typical,5,typical,80
48,SKY130,130,AOI21,AOI21_1,A21OI_1,1,"A1_to_Y__A2=1,B1=0",1,3,6,1.9500000000000002,3.0,1.7307563980595442,100.81819510285354,6.485216826127034,0.15849216088285342,typical,5,typical,81
58,SKY130,130,AOI21,AOI21_4,A21OI_4,4,"A1_to_Y__A2=1,B1=0",1,3,24,7.800000000000002,12.0,1.8706542464068225,11.25934015704835,10.398985014787973,0.12300144341133318,typical,5,typical,82
4,SKY130,130,INV,INV_1,INV_1,1,A_to_Y,1,1,2,0.65,1.0,1.621216366670318,31.199484034856894,5.268669032502349,0.11575580212815015,typical,5,typical,83
7,SKY130,130,INV,INV_4,INV_4,4,A_to_Y,1,1,8,2.6,4.0,1.6407330178082322,38.55825094181915,6.0473387567838826,0.05415371368714436,typical,5,typical,84
76,SKY130,130,MUX2,MUX2_1,MUX2_1,1,"A0_to_X__A1=0,S=0",0,3,12,2.75,3.1,1.824443681305957,-1.1140933258934709,9.257898845210974,0.10629764258757968,typical,5,typical,85
82,SKY130,130,MUX2,MUX2_4,MUX2_4,4,"A0_to_X__A1=0,S=0",0,3,18,5.8500000000000005,9.0,1.795970645531161,54.501932861931735,1.9947509662477483,0.1730845918801866,typical,5,typical,86
17,SKY130,130,NAND2,NAND2_1,NAND2_1,1,A_to_Y__B=1,1,2,4,1.3,2.0,1.7590331735142708,51.62988442406183,6.001969736603815,0.1399158933878853,typical,5,typical,87
22,SKY130,130,NAND2,NAND2_4,NAND2_4,4,A_to_Y__B=1,1,2,16,5.2,8.0,1.9114541648811403,61.64852315014997,7.808048152074982,0.05055296315738003,typical,5,typical,88
85,SKY130,130,NAND3,NAND3_1,NAND3_1,1,"A_to_Y__B=1,C=1",1,3,6,1.9500000000000002,3.0,1.829936496159037,21.029771117773578,10.971825539405533,0.133698421187912,typical,5,typical,89
92,SKY130,130,NAND3,NAND3_4,NAND3_4,4,"A_to_Y__B=1,C=1",1,3,24,7.800000000000002,12.0,1.9260852392473877,78.22720870131097,2.3728803971614245,0.12010997908052615,typical,5,typical,90
